,greedy,classic
14783,38770.972620120534,38783.172386577426
14784,37742.25927707941,37863.95991064964
14785,38644.54916739765,38709.76007791569
14786,40685.12400568193,40545.738412667764
14787,40130.92993669459,40014.48961712482
14788,40327.44375038831,40105.20007339084
14789,41315.43456583528,40898.80773158511
14790,46508.55576605553,45332.41405351958
14791,42318.77040802962,41707.21854339038
14792,42032.97306758977,41469.865497471306
14793,41698.44276996673,41214.36042729039
14794,39727.922171772756,39509.30513809512
14795,41760.722702475316,41326.98091695851
14796,40326.80197664402,40077.83657248532
14797,38463.286410270804,38432.68967463246
14798,39099.33648544258,38981.6943617636
14799,38935.797556960046,38857.18167447731
14800,45507.23326374083,44752.10372154012
14801,49243.17510086294,48024.830222768556
14802,41012.10719190279,40769.78715761081
14803,38718.59609442428,38719.838392072874
14804,34967.515964423445,35331.760922386195
14805,36815.04915170298,37015.289150768105
14806,37571.148784247205,37698.681221151724
14807,42684.1126038433,42332.33142177885
14808,46031.82264345554,45425.21256251241
14809,36975.886584878055,37215.64316061544
14810,37675.36899946032,37878.359771109936
14811,37086.821271658446,37299.98834459811
14812,37035.681593537956,37249.46484227057
14813,37656.48928887461,37801.617344949125
14814,37607.15878013168,37762.329902800455
14815,39628.20040619133,39605.55504575266
14816,42301.7100531185,41980.82938087998
14817,42448.64725707263,42151.60906287239
14818,42298.18202476964,42061.715944955955
14819,40972.74257650843,40807.72809360584
14820,37580.94033904701,37703.28468256886
14821,37994.890528934455,38029.529559016715
14822,38997.834977844024,38868.825865989114
14823,40001.171456386626,39704.74587165931
14824,38798.92695649714,38660.06263694926
14825,40149.653840799605,39837.49118390147
14826,41279.3685017471,40849.206832367934
14827,39397.10371107201,39219.52514053645
14828,39818.036119978424,39615.836129909665
14829,37100.75389756442,37223.28977513831
14830,38143.706426999124,38149.55734066777
14831,40398.47746724865,40126.29448830019
14832,39024.289703137154,38935.65520929726
14833,36759.61207488506,36939.81754306475
14834,37360.36163691181,37471.527285648895
14835,38033.5641973132,38092.27702296383
14836,37351.776160388115,37486.23342031178
14837,36843.699637688034,37045.460549728385
14838,38182.66101375592,38260.58252956102
14839,41253.76696259557,41041.57040415534
14840,34967.515964423445,35331.760922386195
14841,34967.515964423445,35331.760922386195
14842,36156.842344499164,36447.43385869484
14843,36403.140811906625,36682.99189137771
14844,38569.09919454084,38675.147312100045
14845,39431.62171880945,39467.84963849481
14846,41691.976907510274,41498.58254993438
14847,39521.53073625305,39522.98841716367
14848,37883.82244456034,38007.19013743893
14849,37578.15648469336,37701.502844076145
14850,45729.0421318469,45133.34531020736
14851,43101.51914480715,42797.89353322955
14852,47331.64432500906,46591.001280717406
14853,43253.94473022417,42841.00969201772
14854,48231.682621943866,47115.343592430654
14855,43487.37817316244,42798.181540089034
14856,41756.347084359426,41225.811332848374
14857,40086.865989561855,39776.395060493975
14858,43262.71801301168,42533.93783306037
14859,42791.41506279078,42165.862068691466
14860,42280.57066059022,41741.97932968111
14861,44739.21923190543,43943.790674287346
14862,41300.14659910033,40937.43330936007
14863,40125.62119988783,39904.043322756595
