,greedy,classic
0,5175.036012505703,4838.625840025005
1,5945.669369329139,5338.321437131291
2,6049.312213824998,5380.176137533692
3,5985.301431416597,5383.830534984663
4,6566.719605896183,5769.711692920486
5,6805.0597958675635,5986.103798681254
6,6603.734455805751,5892.743281773324
7,6344.814459273895,5720.6583744906475
8,6837.260050142539,5964.928782379721
9,7213.916046591795,6227.841746983458
10,7368.87798481515,6297.409506080894
11,7356.146912003737,6315.780899425109
12,8440.904473108094,6998.598641844514
13,8867.341308137993,7275.984569615626
14,8381.871529006714,7052.455678131484
15,9059.749244093211,7391.175091180862
16,9790.462204242382,7772.137666528997
17,9900.902021730308,7685.320554796082
18,8896.39058951892,7220.666080512596
19,7433.707563100735,6452.027215539032
20,7445.523736211231,6540.66351740382
21,7614.358377216419,6560.61102414584
22,7105.213170849025,6336.313487644484
23,6370.6653429292255,5953.204347117525
24,6241.464185326717,5886.798166735725
25,5635.304194420932,5505.075040050853
26,5322.987913847363,5229.869289820068
27,5019.407457815212,4926.535923201724
28,4858.736476029322,4866.770838183054
29,4661.828723959957,4607.445230758117
30,4409.477645391639,4302.880718405307
31,4627.661484358807,4463.1367496499315
32,4756.391503400182,4541.2958737957415
33,4854.80169940689,4621.8785085747695
34,4970.670300347878,4709.632070591509
35,5713.2722951031665,5267.593351384126
36,7508.771222154044,6448.750849878909
37,8246.400373142475,6940.287093967576
38,8839.930196687888,6998.224881015823
39,9230.292270180751,7221.912393574801
40,9653.21671384425,7359.298232719363
41,9611.913340333978,7448.809879687399
42,9719.681424195922,7561.753442731087
43,9755.27813128205,7644.89782667244
44,9739.91565187191,7706.167649088892
45,10046.946163762654,7773.69811369429
46,9838.213734714154,7781.575398986864
47,9716.843347992974,7654.234811998238
48,9685.28928257289,7410.719390845745
49,9290.055107322753,7263.3578908206955
50,8483.784594794846,6944.8591968327755
51,7753.070594286552,6733.764798059361
52,7342.067342806154,6403.931006691979
53,6769.039435494046,6199.592298599139
54,6442.668549148326,6012.495174052113
55,5904.420683833201,5791.425774980806
56,5618.366535657114,5603.052120810931
57,5442.608166210945,5424.218252705049
58,5123.969444524544,5275.078419132158
59,4984.798457007509,4895.032618736605
60,4985.8000661204105,4710.30219535102
61,5723.1660135919155,5203.322828519423
62,6313.968866957954,5528.44123572602
63,6788.187805493415,5855.371493730346
64,7297.475638650257,6174.927508896325
65,7641.068758215133,6445.770092270801
66,8140.274380614586,6767.177850828364
67,8550.810881557809,7093.485485342233
68,8884.187775270972,7010.132292640168
69,9136.278238703655,7193.4948579416905
70,9593.036779380098,7342.47315279766
71,9622.458684023357,7449.33777622601
72,9728.151354245814,7561.7297490111105
73,9708.386785649618,7629.429330013407
74,9752.060148085342,7707.387203101798
75,10032.774753684784,7768.104199903596
76,9830.553720888434,7777.391621681002
77,9785.945109260798,7663.756392013958
78,9796.544293959229,7413.642937292192
79,9469.155664631544,7271.642702471626
80,8597.099246840524,6921.751417533795
81,7738.158076240107,6659.113188343543
82,7167.551905383645,6208.547248514138
83,6488.639148684859,5945.858351179521
84,6200.258588003091,5762.219483266362
85,5625.6211305716815,5562.446392040189
86,5251.021805058727,5286.355083059354
87,5066.584866738794,5084.727471428429
88,4760.852059021719,4918.0388110913855
89,4573.553402560203,4516.874955354629
90,4988.097834358841,4711.779131557684
91,5927.979073051574,5326.52661953344
92,6504.633659582856,5628.925487416768
93,7026.438992434547,5979.534016112282
94,7595.21585439428,6315.244904440664
95,7855.572114451824,6545.673970090974
96,8296.606779854852,6834.27746530007
97,8731.884506747914,7174.590163297935
98,9055.985112967717,7055.0980526664025
99,9305.969531027504,7235.589374077425
100,9819.268345811639,7383.511482207913
101,9847.061813939046,7494.190720892009
102,9951.220751027226,7605.2452478733685
103,9962.944201079068,7685.945073693739
104,9951.540217703632,7747.979080182049
105,10370.053523674967,7815.225723630284
106,10148.115897762367,7815.247260958023
107,9979.18945034627,7680.252954582885
